,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Geo point,Postal code,Public name,Rental status,Slots,Status,Subscription status,year,month,day,hour,minute,new_datetime
1271,88 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-generaldegaulle-88,STATION,"48.8187533, 2.2778594",92130,Issy-les-Moulineaux/De Gaulle/88,operational,6,ok,nonexistent,2018,4,5,13,12,2018-04-05 13:12:00
1272,2 Rue Georges Berger,0,0,0,0,2,operational,Paris,paris-georgesberger-2,STATION,"48.88093, 2.309852",75017,Paris/Georges Berger/2,operational,6,ok,nonexistent,2018,4,1,9,39,2018-04-01 09:39:00
1273,19 Rue de l'ArrivÃ©e,3,3,0,0,0,nonexistent,Enghien-les-Bains,enghienlesbains-arrivee-19,STATION,"48.9727125, 2.3067895",95880,Enghien-les-Bains/ArrivÃ©e/19,operational,2,ok,nonexistent,2018,4,2,16,19,2018-04-02 16:19:00
1274,6 rue Charles et Robert,5,5,1,0,0,operational,Paris,paris-charlesetrobert-6,STATION,"48.85317, 2.412055",75020,Paris/Charles et Robert/6,operational,0,ok,nonexistent,2018,4,8,7,59,2018-04-08 07:59:00
1275,41 rue Martre,0,0,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-martre-41,STATION,"48.89961, 2.30920434",92210,Clichy-la-Garenne/Martre/41,operational,3,ok,nonexistent,2018,4,5,19,19,2018-04-05 19:19:00
1276,32 boulevard des Invalides,2,2,0,0,0,nonexistent,Paris,paris-invalides-32,STATION,"48.85206, 2.314345",75007,Paris/Invalides/32,operational,2,ok,nonexistent,2018,4,8,12,19,2018-04-08 12:19:00
1277,1 rue Charles PÃ©guy,2,2,0,1,0,nonexistent,Suresnes,suresnes-charlespeguy-1,STATION,"48.8683519, 2.2255443",92150,Suresnes/Charles PÃ©guy/1,operational,0,ok,nonexistent,2018,4,5,17,38,2018-04-05 17:38:00
1278,24 rue Caillaux,1,1,0,0,0,operational,Paris,paris-caillaux-24,STATION,"48.82223, 2.358905",75013,Paris/Caillaux/24,operational,3,ok,nonexistent,2018,4,2,0,16,2018-04-02 00:16:00
1279,6 avenue du Mahatma Gandhi,2,2,0,0,0,nonexistent,Paris,paris-mahatmagandhi-6,STATION,"48.876733, 2.265867",75016,Paris/Mahatma Gandhi/6,operational,1,ok,nonexistent,2018,4,2,8,43,2018-04-02 08:43:00
1280,1 rue de la LibÃ©ration,1,1,0,0,0,nonexistent,Saclay,saclay-liberation-1,STATION,"48.7558796, 2.1693397",91400,Saclay/LibÃ©ration/1,operational,5,ok,nonexistent,2018,4,2,18,59,2018-04-02 18:59:00
1281,14 rue Jouffroy d'Abbans,3,3,0,0,0,operational,Paris,paris-jouffroydabbans-14,STATION,"48.88676, 2.311893",75017,Paris/Jouffroy d'Abbans/14,operational,0,ok,nonexistent,2018,4,1,20,51,2018-04-01 20:51:00
1282,8 Avenue de la Porte de Montrouge,4,4,0,1,0,operational,Paris,paris-portedemontrouge-8,STATION,"48.8230593, 2.322823",75014,Paris/Porte de Montrouge/8,operational,0,ok,nonexistent,2018,4,7,10,37,2018-04-07 10:37:00
1283,10 Rue des BruyÃ¨res,4,4,0,0,0,operational,Les Lilas,leslilas-bruyeres-10,STATION,"48.8783253, 2.413255",93260,Les Lilas/BruyÃ¨res/10,operational,1,ok,nonexistent,2018,4,5,20,18,2018-04-05 20:18:00
1284,3 place du Louvre,0,0,0,0,0,nonexistent,Paris,paris-louvre-3,PARKING,"48.8593929, 2.3402943",75001,Paris/Louvre/3,operational,4,ok,nonexistent,2018,4,8,16,0,2018-04-08 16:00:00
1285,Quai de SÃ¨vres,0,0,0,0,0,nonexistent,SÃ¨vres,sevres-manufacturenationale-1,PARKING,"48.82829, 2.22518",92310,SÃ¨vres/Manufacture Nationale/1,operational,5,ok,nonexistent,2018,4,5,7,44,2018-04-05 07:44:00
1286,35 quai Alphonse Le Gallo,4,4,0,1,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-alphonselegallo-35,STATION,"48.83545, 2.225633",92100,Boulogne-Billancourt/Alphonse Le Gallo/35,operational,0,ok,nonexistent,2018,4,3,15,24,2018-04-03 15:24:00
1287,130 rue de la Porte de Trivaux,3,3,0,0,0,nonexistent,Clamart,clamart-portedetrivaux-130,STATION,"48.784687, 2.236861",92140,Clamart/Porte de Trivaux/130,operational,3,ok,nonexistent,2018,4,2,1,49,2018-04-02 01:49:00
1288,1bis rue Ravignan,3,3,0,0,0,operational,Paris,paris-ravignan-1,STATION,"48.8850802, 2.3375536",75018,Paris/Ravignan/1,operational,0,ok,nonexistent,2018,4,5,14,33,2018-04-05 14:33:00
1289,2 rue du Commandant Lamy,1,1,0,0,0,nonexistent,Paris,paris-commandantlamy-2,STATION,"48.85579, 2.374203",75011,Paris/Commandant Lamy/2,operational,3,ok,nonexistent,2018,4,3,3,12,2018-04-03 03:12:00
1290,1 rue d'UzÃ¨s,5,5,0,0,0,operational,Paris,paris-uzes-1,STATION,"48.8704209, 2.3454538",75002,Paris/UzÃ¨s/1,operational,0,ok,nonexistent,2018,4,4,13,42,2018-04-04 13:42:00
1291,88 rue de Bercy,0,0,0,0,1,operational,Paris,paris-bercy-88,STATION,"48.8382761, 2.3816754",75012,Paris/Bercy/88,operational,6,ok,nonexistent,2018,4,4,23,41,2018-04-04 23:41:00
1292,38 rue FranÃ§ois 1er,0,0,0,0,1,operational,Paris,paris-francois1er-38,STATION,"48.8682112, 2.3046348",75008,Paris/FranÃ§ois 1er/38,operational,3,ok,nonexistent,2018,4,1,13,22,2018-04-01 13:22:00
1293,21 rue Pierre Brossolette,0,0,0,0,0,nonexistent,Levallois-Perret,levalloisperret-marjolin-parking,PARKING,"48.89545, 2.29222",92300,Levallois-Perret/Marjolin/Parking,operational,3,ok,nonexistent,2018,4,4,10,51,2018-04-04 10:51:00
1294,11 avenue Georges Lafenestre,1,1,0,0,2,operational,Paris,paris-georgeslafenestre-11,STATION,"48.8254486, 2.3117069",75014,Paris/Georges Lafenestre/11,operational,4,ok,nonexistent,2018,4,9,10,41,2018-04-09 10:41:00
1295,63 avenue du 18 juin 1940,3,3,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-18juin1940-63,STATION,"48.8680715, 2.1930392",92500,Rueil-Malmaison/18 juin 1940/63,operational,2,ok,nonexistent,2018,4,7,6,7,2018-04-07 06:07:00
1296,16 avenue du GÃ©nÃ©ral Malleret,1,1,0,0,0,nonexistent,Alfortville,alfortville-malleret-16,SPACE,"48.802512, 2.425589",94140,Alfortville/Malleret/16,operational,4,ok,operational,2018,4,7,16,28,2018-04-07 16:28:00
1297,22 boulevard FÃ©lix Faure,6,6,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-felixfaure-22,SPACE,"48.9336577, 2.4994113",93600,Aulnay-sous-bois/FÃ©lix Faure/22,operational,0,ok,operational,2018,4,4,4,6,2018-04-04 04:06:00
1298,2 Boulevard de la Paix,3,3,0,0,0,nonexistent,Courbevoie,courbevoie-paix-2,STATION,"48.90076, 2.261656",92400,Courbevoie/Paix/2,operational,3,ok,nonexistent,2018,4,4,5,18,2018-04-04 05:18:00
1299,19 Rue de l'ArrivÃ©e,1,1,0,0,0,nonexistent,Enghien-les-Bains,enghienlesbains-arrivee-19,STATION,"48.9727125, 2.3067895",95880,Enghien-les-Bains/ArrivÃ©e/19,operational,5,ok,nonexistent,2018,4,3,9,15,2018-04-03 09:15:00
1300,10 rue Anatole de la Forge,0,0,0,0,0,nonexistent,Paris,paris-anatoledelaforge-10,STATION,"48.8758331, 2.292289",75017,Paris/Anatole de la Forge/10,future,0,scheduled,nonexistent,2018,4,3,19,14,2018-04-03 19:14:00
1301,2 avenue Georges Pompidou,0,0,0,0,0,nonexistent,Sucy-en-Brie,sucyenbrie-georgespompidou-2,STATION,"48.7708852, 2.5227425",94370,Sucy-en-Brie/Georges Pompidou/2,future,0,scheduled,nonexistent,2018,4,6,9,51,2018-04-06 09:51:00
1302,104 avenue Ledru Rollin,0,0,0,0,1,operational,Paris,paris-ledrurollin-104,STATION,"48.85189, 2.376434",75011,Paris/Ledru Rollin/104,operational,5,ok,nonexistent,2018,4,1,6,17,2018-04-01 06:17:00
1303,80 rue de SÃ¨vres,0,0,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-sevres-80,STATION,"48.83162, 2.230167",92100,Boulogne-Billancourt/SÃ¨vres/80,operational,2,ok,nonexistent,2018,4,3,17,46,2018-04-03 17:46:00
1304,38 ter rue du Mont ValÃ©rien,2,2,0,0,0,operational,Saint-Cloud,saintcloud-montvalerien-38,STATION,"48.8569103, 2.2152544",92210,Saint-Cloud/Mont ValÃ©rien/38,operational,1,ok,nonexistent,2018,4,5,21,37,2018-04-05 21:37:00
1305,123 Rue du Faubourg Saint-HonorÃ©,0,0,0,0,1,operational,Paris,paris-sainthonore-123,STATION,"48.87327, 2.309515",75008,Paris/Saint-HonorÃ©/123,operational,6,ok,nonexistent,2018,4,9,6,31,2018-04-09 06:31:00
1306,29 rue Doudeauville,0,0,0,0,0,operational,Paris,paris-doudeauville-29,STATION,"48.8884213, 2.3555937",75018,Paris/Doudeauville/29,operational,5,ok,nonexistent,2018,4,6,13,57,2018-04-06 13:57:00
1307,2 avenue Parmentier,2,2,0,0,0,operational,Paris,paris-parmentier-2,SPACE,"48.8584385, 2.3800903",75011,Paris/Parmentier/2,operational,3,ok,operational,2018,4,4,8,30,2018-04-04 08:30:00
1308,41 avenue Bosquet,0,0,0,0,1,operational,Paris,paris-bosquet-41,STATION,"48.8580816, 2.3040495",75007,Paris/Bosquet/41,operational,4,ok,nonexistent,2018,4,1,10,15,2018-04-01 10:15:00
1309,1 rue Emile Raspail,2,2,0,0,0,nonexistent,Arcueil,arcueil-emileraspail-1,STATION,"48.7998263, 2.3312852",94110,Arcueil/Emile Raspail/1,operational,2,ok,nonexistent,2018,4,2,20,36,2018-04-02 20:36:00
1310,15 Rue de Verdun,1,1,0,1,0,nonexistent,Suresnes,suresnes-verdun-15,SPACE,"48.871036, 2.2276552",92150,Suresnes/Verdun/15,operational,3,ok,operational,2018,4,2,5,11,2018-04-02 05:11:00
1311,215 Avenue des GrÃ©sillons,6,6,0,0,0,nonexistent,Gennevilliers,gennevilliers-gresillons-215,STATION,"48.91985, 2.314065",92230,Gennevilliers/GrÃ©sillons/215,operational,0,ok,nonexistent,2018,4,1,3,24,2018-04-01 03:24:00
1312,31 rue Beaurepaire,0,0,0,0,2,operational,Paris,paris-beaurepaire-31,STATION,"48.87119, 2.364206",75010,Paris/Beaurepaire/31,operational,5,ok,nonexistent,2018,4,6,5,51,2018-04-06 05:51:00
1313,16 avenue du GÃ©nÃ©ral Malleret,0,0,0,0,0,nonexistent,Alfortville,alfortville-malleret-16,SPACE,"48.802512, 2.425589",94140,Alfortville/Malleret/16,operational,6,ok,operational,2018,4,3,12,42,2018-04-03 12:42:00
1314,4 rue Ãmile Reynaud,3,3,0,0,2,operational,Paris,paris-emilereynaud-4,STATION,"48.90176, 2.38589",75019,Paris/Ãmile Reynaud/4,operational,3,ok,nonexistent,2018,4,2,10,25,2018-04-02 10:25:00
1315,24 rue Caillaux,2,2,0,0,1,operational,Paris,paris-caillaux-24,STATION,"48.82223, 2.358905",75013,Paris/Caillaux/24,operational,3,ok,nonexistent,2018,4,1,17,37,2018-04-01 17:37:00
1316,41 Boulevard Pasteur,1,1,0,1,0,operational,Paris,paris-pasteur-41,STATION,"48.8426446, 2.3132661",75015,Paris/Pasteur/41,operational,3,ok,nonexistent,2018,4,1,13,0,2018-04-01 13:00:00
1317,61 Avenue de Flandre,0,0,0,0,0,broken,Paris,paris-flandre-61,STATION,"48.888195, 2.3730799",75019,Paris/Flandre/61,broken,0,closed,nonexistent,2018,4,4,22,59,2018-04-04 22:59:00
1318,29 rue du Cotentin,0,0,0,0,2,operational,Paris,paris-cotentin-29,STATION,"48.8385459, 2.3126749",75015,Paris/Cotentin/29,operational,6,ok,nonexistent,2018,4,2,22,29,2018-04-02 22:29:00
1319,90 boulevard National,5,5,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-national-90,STATION,"48.9086393, 2.2374151",92250,La Garenne-Colombes/National/90,operational,1,ok,nonexistent,2018,4,6,6,16,2018-04-06 06:16:00
1320,7 rue La Fayette,5,5,0,1,0,operational,Paris,paris-lafayette-7,STATION,"48.87357, 2.3348418",75009,Paris/La Fayette/7,operational,0,ok,nonexistent,2018,4,6,14,57,2018-04-06 14:57:00
1321,86 avenue de la RÃ©publique,3,3,0,0,0,operational,Paris,paris-republique-86,STATION,"48.8641096, 2.3799691",75011,Paris/RÃ©publique/86,operational,2,ok,nonexistent,2018,4,5,0,30,2018-04-05 00:30:00
1322,18 Place Mozart,0,0,0,0,0,nonexistent,Joinville-le-Pont,joinvillelepont-mozart-18,STATION,"48.8245149, 2.4753934",94340,Joinville-le-Pont/Mozart/18,operational,5,ok,nonexistent,2018,4,9,8,42,2018-04-09 08:42:00
1323,14 rue Velpeau,0,0,0,0,0,nonexistent,Antony,antony-velpeau-14,STATION,"48.7549117, 2.301541",92160,Antony/Velpeau/14,operational,5,ok,nonexistent,2018,4,3,5,44,2018-04-03 05:44:00
1324,189 Rue de Tolbiac,0,0,0,0,0,operational,Paris,paris-tolbiac-189,STATION,"48.8257617, 2.3512073",75013,Paris/Tolbiac/189,operational,2,ok,nonexistent,2018,4,6,21,1,2018-04-06 21:01:00
1325,98 Boulevard de Vanves,1,1,1,0,0,nonexistent,ChÃ¢tillon,chatillon-vanves-98,STATION,"48.8097437, 2.2827504",92320,ChÃ¢tillon/Vanves/98,operational,3,ok,nonexistent,2018,4,1,15,55,2018-04-01 15:55:00
1326,122 boulevard Jean JaureÌs,6,6,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,"48.9057159, 2.301558",92210,Clichy-la-Garenne/Jean JaureÌs/122,operational,0,ok,nonexistent,2018,4,4,16,54,2018-04-04 16:54:00
1327,15 place du GÃ©nÃ©ral de Gaulle,5,5,0,0,0,nonexistent,Montreuil,montreuil-degaulle-15,STATION,"48.8682727, 2.4328728",93100,Montreuil/De Gaulle/15,operational,2,ok,nonexistent,2018,4,3,13,17,2018-04-03 13:17:00
1328,81 Boulevard Vincent Auriol,0,0,0,0,2,operational,Paris,paris-vincentauriol-81,STATION,"48.8344789, 2.3672062",75013,Paris/Vincent Auriol/81,operational,6,ok,nonexistent,2018,4,3,16,26,2018-04-03 16:26:00
1329,16 rue de l'ArrivÃ©e,0,0,0,0,1,operational,Paris,paris-arrivee-16,STATION,"48.843154, 2.321689",75015,Paris/ArrivÃ©e/16,operational,5,ok,nonexistent,2018,4,5,19,17,2018-04-05 19:17:00
1330,203 Rue du Faubourg-Saint-Martin,0,0,1,0,2,operational,Paris,paris-faubourgsaintmartin-203,STATION,"48.8801069, 2.3635391",75010,Paris/Faubourg-Saint-Martin/203,operational,5,ok,nonexistent,2018,4,2,10,39,2018-04-02 10:39:00
1331,22 rue des Roches,4,4,1,0,0,nonexistent,Montreuil,montreuil-roches-22,STATION,"48.87371, 2.459867",93100,Montreuil/Roches/22,operational,0,ok,nonexistent,2018,4,6,21,41,2018-04-06 21:41:00
1332,135 avenue de Verdun,3,3,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-verdun-135,STATION,"48.81855, 2.25291",92130,Issy-les-Moulineaux/Verdun/135,operational,3,ok,nonexistent,2018,4,1,3,13,2018-04-01 03:13:00
1333,50 Boulevard Pereire,2,2,0,0,0,operational,Paris,paris-pereire-50,SPACE,"48.8876949, 2.3050366",75017,Paris/Pereire/50,operational,1,ok,operational,2018,4,1,18,18,2018-04-01 18:18:00
1334,6 Rue Pablo Neruda,5,5,0,1,0,nonexistent,Nanterre,nanterre-pabloneruda-6,STATION,"48.89586, 2.216845",92000,Nanterre/Pablo Neruda/6,operational,0,ok,nonexistent,2018,4,2,4,17,2018-04-02 04:17:00
1335,66 Boulevard CamÃ©linat,2,2,0,0,0,nonexistent,Gennevilliers,gennevilliers-camelinat-66,STATION,"48.93025, 2.301087",92230,Gennevilliers/CamÃ©linat/66,operational,4,ok,nonexistent,2018,4,9,16,18,2018-04-09 16:18:00
1336,4 rue Ãmile Reynaud,2,2,0,0,1,operational,Paris,paris-emilereynaud-4,STATION,"48.90176, 2.38589",75019,Paris/Ãmile Reynaud/4,operational,3,ok,nonexistent,2018,4,4,21,55,2018-04-04 21:55:00
1337,86 Rue du Lieutenant Colonel de Montbrison,2,2,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-lieutenantcoloneldemontbrison-86,STATION,"48.86318, 2.197042",92500,Rueil-Malmaison/Lieutenant Colonel de Montbrison/86,operational,1,ok,nonexistent,2018,4,8,17,52,2018-04-08 17:52:00
1338,52 Rue de Bagneux,4,4,0,0,0,nonexistent,Sceaux,sceaux-bagneux-52,STATION,"48.7842765, 2.3027628",92330,Sceaux/Bagneux/52,operational,2,ok,nonexistent,2018,4,6,6,39,2018-04-06 06:39:00
1339,15 avenue du GÃ©nÃ©ral Laperrine,0,0,0,0,2,operational,Paris,paris-generallaperrine-15,STATION,"48.8345778, 2.4076458",75012,Paris/Laperrine/15,operational,5,ok,nonexistent,2018,4,3,1,41,2018-04-03 01:41:00
1340,53 rue du Bois l'AbbÃ©,5,5,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-boislabbe-53,STATION,"48.810459, 2.54225",94500,Champigny-sur-Marne/Bois l'AbbÃ©/53,operational,1,ok,nonexistent,2018,4,7,22,28,2018-04-07 22:28:00
1341,161 boulevard Bineau,0,0,0,0,0,nonexistent,Neuilly-sur-Seine,neuillysurseine-bineau-161,STATION,"48.8908845, 2.270197",92200,Neuilly-sur-Seine/Bineau/161,broken,0,closed,nonexistent,2018,4,4,19,35,2018-04-04 19:35:00
1342,13 Rue de l'Union,2,2,0,1,0,nonexistent,Nanterre,nanterre-union-13,STATION,"48.898941, 2.1927044",92000,Nanterre/Union/13,operational,2,ok,nonexistent,2018,4,3,8,16,2018-04-03 08:16:00
1343,32 boulevard Jean-Baptiste Oudry,5,5,0,0,0,nonexistent,CrÃ©teil,creteil-jeanbaptisteoudry-32,STATION,"48.7738474, 2.4600815",94000,CrÃ©teil/Jean-Baptiste Oudry/32,operational,0,ok,nonexistent,2018,4,5,16,11,2018-04-05 16:11:00
1344,1 avenue Ãmile Laurent,4,4,0,1,0,operational,Paris,paris-emilelaurent-1,STATION,"48.84071, 2.409631",75012,Paris/Ãmile Laurent/1,operational,0,ok,nonexistent,2018,4,6,12,34,2018-04-06 12:34:00
1345,2 rue du Charolais,1,1,0,0,1,operational,Paris,paris-charolais-2,STATION,"48.839191, 2.3878529",75012,Paris/Charolais/2,operational,4,ok,nonexistent,2018,4,8,13,24,2018-04-08 13:24:00
1346,3 rue Gabriel PÃ©ri,0,0,0,0,0,nonexistent,Saint-Denis,saintdenis-gabrielperi-3,STATION,"48.9309502, 2.3561967",93200,Saint-Denis/Gabriel PÃ©ri/3,broken,0,closed,nonexistent,2018,4,9,20,46,2018-04-09 20:46:00
1347,194 rue de fontenay,7,7,0,0,0,nonexistent,Vincennes,vincennes-fontenay-194,STATION,"48.8486631, 2.4330181",94300,Vincennes/Fontenay/194,operational,0,ok,nonexistent,2018,4,3,4,37,2018-04-03 04:37:00
1348,38 Rue RÃ©aumur,0,0,0,0,1,operational,Paris,paris-reaumur-38,STATION,"48.8653769, 2.3573678",75003,Paris/RÃ©aumur/38,operational,4,ok,nonexistent,2018,4,6,12,36,2018-04-06 12:36:00
1349,2 avenue du Val de Fontenay,4,4,0,1,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-valdefontenay-2,STATION,"48.8528247, 2.4869085",94120,Fontenay-Sous-Bois/Val de Fontenay/2,operational,1,ok,nonexistent,2018,4,5,16,43,2018-04-05 16:43:00
1350,4 rue Beaugrenelle,2,2,0,0,0,operational,Paris,paris-beaugrenelle-4,STATION,"48.8478735, 2.2847016",75015,Paris/Beaugrenelle/4,operational,0,ok,nonexistent,2018,4,4,8,42,2018-04-04 08:42:00
1351,2 Rue Fernand Pelloutier,2,2,0,0,0,nonexistent,Puteaux,puteaux-fernandpelloutier-2,STATION,"48.8830992, 2.2330423",92800,Puteaux/Fernand Pelloutier/2,operational,2,ok,nonexistent,2018,4,8,8,56,2018-04-08 08:56:00
1352,61 quai Blanqui,0,0,0,0,0,nonexistent,Alfortville,alfortville-blanqui-61,STATION,"48.80188, 2.415843",94140,Alfortville/Blanqui/61,broken,0,closed,nonexistent,2018,4,2,19,28,2018-04-02 19:28:00
1353,81 rue FalguiÃ¨re,0,0,0,0,0,nonexistent,Paris,paris-pasteurmontparnasse-parking,PARKING,"48.83983, 2.31252",75015,Paris/Pasteur Montparnasse/Parking,operational,5,ok,nonexistent,2018,4,5,1,50,2018-04-05 01:50:00
1354,252 bis rue Saint-Martin,0,0,0,0,0,nonexistent,Paris,paris-saintmartin-parking,PARKING,"48.86585, 2.35361",75003,Paris/Saint-Martin/Parking,operational,6,ok,nonexistent,2018,4,7,6,0,2018-04-07 06:00:00
1355,17 Avenue Victoria,0,0,1,0,1,operational,Paris,paris-victoria-17,STATION,"48.857882, 2.346828",75001,Paris/Victoria/17,operational,4,ok,nonexistent,2018,4,4,9,58,2018-04-04 09:58:00
1356,24 rue de la Paix,0,0,0,0,0,operational,Paris,paris-paix-24,STATION,"48.8699261, 2.3320835",75002,Paris/Paix/24,operational,4,ok,nonexistent,2018,4,5,7,27,2018-04-05 07:27:00
1357,36 Rue Ãtienne Marcel,1,1,1,0,0,operational,Paris,paris-etiennemarcel-36,STATION,"48.86502, 2.344388",75002,Paris/Ãtienne Marcel/36,operational,1,ok,nonexistent,2018,4,9,13,59,2018-04-09 13:59:00
1358,81 rue FalguiÃ¨re,0,0,0,0,0,nonexistent,Paris,paris-pasteurmontparnasse-parking,PARKING,"48.83983, 2.31252",75015,Paris/Pasteur Montparnasse/Parking,operational,5,ok,nonexistent,2018,4,2,14,57,2018-04-02 14:57:00
1359,81 rue FalguiÃ¨re,0,0,0,0,0,nonexistent,Paris,paris-pasteurmontparnasse-parking,PARKING,"48.83983, 2.31252",75015,Paris/Pasteur Montparnasse/Parking,operational,3,ok,nonexistent,2018,4,9,5,22,2018-04-09 05:22:00
1360,37 rue du PrÃ©sident Wilson,0,0,0,0,0,nonexistent,Levallois-Perret,levalloisperret-wilsonbarbusse-parking,PARKING,"48.89159, 2.29073",92300,Levallois-Perret/Wilson-Barbusse/Parking,operational,0,ok,nonexistent,2018,4,2,4,38,2018-04-02 04:38:00
1361,3 Rue Dulcie September,3,3,0,0,0,nonexistent,Saint-Ouen,saintouen-dulcieseptember-3,STATION,"48.90573, 2.321015",93400,Saint-Ouen/Dulcie September/3,operational,2,ok,nonexistent,2018,4,8,18,34,2018-04-08 18:34:00
1362,13 avenue de la Grande ArmÃ©e,0,0,0,0,0,operational,Paris,paris-grandearmee-13,SPACE,"48.874641, 2.2915841",75016,Paris/Grande ArmÃ©e/13,operational,3,ok,broken,2018,4,8,15,51,2018-04-08 15:51:00
1363,47 rue de la Grange aux Belles,3,3,0,0,1,operational,Paris,paris-grangeauxbelles-47,STATION,"48.87569, 2.36801",75010,Paris/Grange aux Belles/47,operational,2,ok,nonexistent,2018,4,1,21,33,2018-04-01 21:33:00
1364,47 rue de la Grange aux Belles,1,1,0,0,1,operational,Paris,paris-grangeauxbelles-47,STATION,"48.87569, 2.36801",75010,Paris/Grange aux Belles/47,operational,4,ok,nonexistent,2018,4,8,6,26,2018-04-08 06:26:00
1365,6 Boulevard Haussmann,4,4,0,0,0,operational,Paris,paris-haussmann-6,STATION,"48.8723178, 2.3387762",75009,Paris/Haussmann/6,operational,0,ok,nonexistent,2018,4,4,11,22,2018-04-04 11:22:00
1366,28 Rue Bara,2,2,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-bara-28,STATION,"48.8326967, 2.2682505",92130,Issy-les-Moulineaux/Bara/28,operational,4,ok,nonexistent,2018,4,1,23,26,2018-04-01 23:26:00
1367,2 Rue des EntrepÃ´ts,0,0,0,0,0,nonexistent,Saint-Ouen,saintouen-entrepots-2,STATION,"48.9034828, 2.3470283",93400,Saint-Ouen/EntrepÃ´ts/2,operational,2,ok,nonexistent,2018,4,4,15,54,2018-04-04 15:54:00
1368,15 avenue Ãmile Deschanel,3,3,0,0,1,operational,Paris,paris-emiledeschanel-15,STATION,"48.8556902, 2.3022442",75007,Paris/Ãmile Deschanel/15,operational,3,ok,nonexistent,2018,4,2,17,27,2018-04-02 17:27:00
1369,3 boulevard du Couchant,3,3,0,0,0,nonexistent,Nanterre,nanterre-couchant-3,STATION,"48.8917117, 2.1923088",92000,Nanterre/Couchant/3,operational,3,ok,nonexistent,2018,4,8,14,26,2018-04-08 14:26:00
1370,2 Rue de l'Amiral Coligny,0,0,0,0,2,operational,Paris,paris-amiralcoligny-2,STATION,"48.85971, 2.34024",75001,Paris/Amiral Coligny/2,operational,6,ok,nonexistent,2018,4,4,8,34,2018-04-04 08:34:00
1371,43 avenue de la RÃ©publique,1,1,0,0,0,nonexistent,Montrouge,montrouge-republique-43,SPACE,"48.81909, 2.319941",92120,Montrouge/RÃ©publique/43,operational,2,ok,operational,2018,4,7,20,4,2018-04-07 20:04:00
1372,2 rue Pierre Renaudel,4,4,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-pierrerenaudel-2,SPACE,"48.813519, 2.5091593",94500,Champigny-sur-Marne/Pierre Renaudel/2,operational,2,ok,operational,2018,4,3,14,7,2018-04-03 14:07:00
1373,171 boulevard Saint-Germain,3,3,0,0,0,nonexistent,Paris,paris-saintgermaindespres-parking,PARKING,"48.85421, 2.33117",75006,Paris/Saint-Germain des PrÃ©s/Parking,operational,3,ok,nonexistent,2018,4,4,18,39,2018-04-04 18:39:00
1374,17 Avenue de Colmar,6,6,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-colmar-17,STATION,"48.8871, 2.181057",92500,Rueil-Malmaison/Colmar/17,operational,0,ok,nonexistent,2018,4,6,17,8,2018-04-06 17:08:00
1375,36 Rue des Saussaies,5,5,0,0,0,nonexistent,Cachan,cachan-saussaies-36,STATION,"48.7862756, 2.3403992",94230,Cachan/Saussaies/36,operational,1,ok,nonexistent,2018,4,7,22,26,2018-04-07 22:26:00
1376,20 Chemin LatÃ©ral,5,5,0,0,0,operational,Drancy,drancy-cheminlateral-20,STATION,"48.93327, 2.455181",93700,Drancy/LatÃ©ral/20,operational,1,ok,nonexistent,2018,4,9,19,15,2018-04-09 19:15:00
1377,32 boulevard Jean-Baptiste Oudry,1,1,0,0,0,nonexistent,CrÃ©teil,creteil-jeanbaptisteoudry-32,STATION,"48.7738474, 2.4600815",94000,CrÃ©teil/Jean-Baptiste Oudry/32,operational,5,ok,nonexistent,2018,4,1,7,9,2018-04-01 07:09:00
1378,10 rue du Quatre septembre,0,0,0,0,1,operational,Paris,paris-quatreseptembre-10,STATION,"48.869353, 2.3382066",75002,Paris/Quatre septembre/10,operational,5,ok,nonexistent,2018,4,3,3,53,2018-04-03 03:53:00
1379,2 Avenue Albert 1er,3,3,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-albert1er-2,STATION,"48.88034, 2.180216",92500,Rueil-Malmaison/Albert 1er/2,operational,0,ok,nonexistent,2018,4,4,19,41,2018-04-04 19:41:00
1380,1 Place Ferrari,6,6,0,0,0,nonexistent,Clamart,clamart-ferrari-1,STATION,"48.7990591, 2.2625392",92140,Clamart/Ferrari/1,operational,1,ok,nonexistent,2018,4,6,21,53,2018-04-06 21:53:00
